CIT_ID_NO,legal_form_pol,legal_form_pol_english,sector_pol,sector_long,sector,province_pol,province,revenue,revenue_poland,revenue_outside_poland,revenue_outside_poland_other,expenditure,tax_deductible_expenditure_poland,tax_deductible_expenditure_outside_poland,tax_deductible_expenditure_outside_poland_other,tax_deductible_expediture_intellectual_property,tax_deductible_expenditure_on_interest_income,income_art_7_2_total,loss_art_7_2_total,loss_art_7_3_4_a,income,loss,tax_free_income_total,tax_free_income_statistic_purpose_art_17_1_4d_etc,tax_free_income_art_17_1_4,tax_free_income_non_agriculture_art_17_1_4e,tax_free_income_subsidies_art_17_1_21,tax_free_income_art_17_1_23_24,tax_free_income_art_17_1_34,tax_free_income_art_17_1_39,tax_free_income_housing_coops_art_17_1_44,tax_free_income_subsidies_state_local_art_17_1_47,tax_free_income_amounts_government_agencies_art_17_1_48,tax_free_income_agriculture_producer_groups_art_17_1_49,tax_free_income_financial_programs_central_europe_art_17_1_52,tax_free_income_environmental_finances_art_17_1_53,tax_free_income_other_art_17_1,tax_free_income_other,deductions_from_income_total,loss_from_previous_years,deductions_from_income_art_18_1_1,deductions_from_income_art_18_1_7,tax_base_before_deductions,deductions_from_tax_base,income_tax_base_after_deductions,tax_rate,tax,tax_due
302,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,I Działalność związana z zakwaterowaniem i usługami gastronomicznymi,I Activities related to accommodation and catering services,Hotels and Restaurants,22 Pomorskie,Pomorskie,8568160.71,8568160.71,0,0,8374005.66,8374005.66,0,0,0,0,194155.05,0,0,194155.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70696.23,70696.23,0,0,123458.82,0,123459,19,23457.21,23457
303,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,C Przetwórstwo przemysłowe,C Industrial processing,Manufacturing,22 Pomorskie,Pomorskie,8568152.98,8568152.98,0,0,8519471.16,8519471.16,0,0,0,0,48681.82,0,0,48681.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48681.82,0,48682,19,9249.58,9250
304,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,L Działalność związana z obsługą rynku nieruchomości,L Activity connected with servicing the real estate market,Real Estate,22 Pomorskie,Pomorskie,8566719.72,8566719.72,0,0,5130517.15,5130517.15,0,0,0,0,3436202.57,0,0,3436202.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3436202.57,0,3436203,19,652878.57,652879
305,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,J Informacja i komunikacja,J Information and communication,ICT,14 Mazowieckie,Mazowieckie,8566287.99,8566287.99,0,0,7860678.01,7860678.01,0,0,0,0,705609.98,0,0,705609.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,705609.98,0,705610,19,134065.9,134066
306,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,"G Handel hurtowy i detaliczny; naprawa pojazdów samochodowych, włączając motocykle","G Wholesale and retail trade; repair of motor vehicles, including motorcycles",Wholesale/Retail Trade,24 Śląskie,Śląskie,8565898.8,8565898.8,0,0,8094408.46,8094408.46,0,0,0,0,471490.34,0,0,471490.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,471490.34,0,471490,19,89583.1,89583
307,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,J Informacja i komunikacja,J Information and communication,ICT,02 Dolnośląskie,Dolnośląskie,8565108.81,8565108.81,0,0,8995164.04,8995164.04,0,0,0,0,0,430055.23,0,0,430055.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0
308,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,F Budownictwo,F Construction,Construction,14 Mazowieckie,Mazowieckie,8564346.81,8564346.81,0,0,7872483.66,7872483.66,0,0,0,0,691863.15,0,0,691863.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,691863.15,0,691863,19,131453.97,131454
309,OSP.40 Spółdzielnie,OSP.40 Cooperatives,K Działalność finansowa i ubezpieczeniowa,K Financial and insurance activities,Finance,30 Wielkopolskie,Wielkopolskie,8564257.52,8564257.52,0,0,5689570.07,5689570.07,0,0,0,0,2874687.45,0,0,2874687.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2874687.45,0,2874687,19,546190.53,546191
310,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,"G Handel hurtowy i detaliczny; naprawa pojazdów samochodowych, włączając motocykle","G Wholesale and retail trade; repair of motor vehicles, including motorcycles",Wholesale/Retail Trade,30 Wielkopolskie,Wielkopolskie,8563645.7,8563645.7,0,0,8556586.89,8556586.89,0,0,0,0,7058.81,0,0,7058.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7058.81,0,7059,19,1341.21,1341
311,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,"G Handel hurtowy i detaliczny; naprawa pojazdów samochodowych, włączając motocykle","G Wholesale and retail trade; repair of motor vehicles, including motorcycles",Wholesale/Retail Trade,24 Śląskie,Śląskie,8563507.99,8563507.99,0,0,8510651.18,8510651.18,0,0,0,0,52856.81,0,0,52856.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52856.81,0,52857,19,10042.83,10043
312,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,"G Handel hurtowy i detaliczny; naprawa pojazdów samochodowych, włączając motocykle","G Wholesale and retail trade; repair of motor vehicles, including motorcycles",Wholesale/Retail Trade,30 Wielkopolskie,Wielkopolskie,8563332.93,8563332.93,0,0,8675932.45,8675932.45,0,0,0,0,0,112599.52,0,0,112599.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0
313,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,C Przetwórstwo przemysłowe,C Industrial processing,Manufacturing,10 Łódzkie,Łódzkie,8563135.12,0,8563135.12,0,8504330.21,8504330.21,0,0,0,0,58804.91,0,0,58804.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58804.91,0,58805,19,11172.95,11173
314,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,"G Handel hurtowy i detaliczny; naprawa pojazdów samochodowych, włączając motocykle","G Wholesale and retail trade; repair of motor vehicles, including motorcycles",Wholesale/Retail Trade,06 Lubelskie,Lubelskie,8562594.57,8562594.57,0,0,8359211.6,8359211.6,0,0,0,0,203382.97,0,0,203382.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203382.97,0,203383,19,38642.77,38643
315,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,"G Handel hurtowy i detaliczny; naprawa pojazdów samochodowych, włączając motocykle","G Wholesale and retail trade; repair of motor vehicles, including motorcycles",Wholesale/Retail Trade,02 Dolnośląskie,Dolnośląskie,8562385.5,8562385.5,0,0,8575385.7,8575385.7,0,0,0,0,0,13000.2,0,0,13000.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0
316,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,L Działalność związana z obsługą rynku nieruchomości,L Activity connected with servicing the real estate market,Real Estate,14 Mazowieckie,Mazowieckie,8561651.23,8561651.23,0,0,8447864.33,8447864.33,0,0,0,0,113786.9,0,0,113786.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113786.9,0,113787,19,21619.53,21620
317,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,"G Handel hurtowy i detaliczny; naprawa pojazdów samochodowych, włączając motocykle","G Wholesale and retail trade; repair of motor vehicles, including motorcycles",Wholesale/Retail Trade,22 Pomorskie,Pomorskie,8561238.38,8561238.38,0,0,8161680.96,8161680.96,0,0,0,0,399557.42,0,0,399557.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399557.42,0,399557,19,75915.83,75916
318,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,F Budownictwo,F Construction,Construction,14 Mazowieckie,Mazowieckie,8561053.31,8561053.31,0,0,8456471.31,8456471.31,0,0,0,0,104582,0,0,104582,0,56325.86,0,0,0,56325.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48256.14,0,48256,19,9168.64,9169
319,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,#NAME?,Not determined,Not determined,06 Lubelskie,Lubelskie,8560762.44,8560762.44,0,0,8456952.25,8456952.25,0,0,0,0,103810.19,0,0,103810.19,0,57889.18,57889.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45921.01,0,45921,19,8724.99,8725
320,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,H Transport i gospodarka magazynowa,H Transport and storage,Transportation and Storage,08 Lubuskie,Lubuskie,8560736.74,8560736.74,0,0,8439406.93,8439406.93,0,0,0,0,121329.81,0,0,121329.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81997.12,81997.12,0,0,39332.69,0,39333,19,7473.27,7473
321,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,C Przetwórstwo przemysłowe,C Industrial processing,Manufacturing,14 Mazowieckie,Mazowieckie,8560702.96,8560702.96,0,0,6529790.8,6529790.8,0,0,0,0,2030912.16,0,0,2030912.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2030912.16,0,2030912,19,385873.28,385873
322,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,"M Działalność profesjonalna, naukowa i techniczna","M Professional, scientific and technical activities",Professional/Scientific,14 Mazowieckie,Mazowieckie,8559915.55,4617.35,0,8555298.2,8462419.39,4564.75,0,8457854.64,0,0,97496.16,0,0,97496.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97496.16,97496.16,0,0,0,0,0,19,0,0
323,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,#NAME?,Not determined,Not determined,14 Mazowieckie,Mazowieckie,8559872.89,8559872.89,0,0,6544001.99,6544001.99,0,0,0,0,2015870.9,0,0,2015870.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,0,159,0,2015711.9,0,2015712,19,382985.28,382985
324,OSP.40 Spółdzielnie,OSP.40 Cooperatives,K Działalność finansowa i ubezpieczeniowa,K Financial and insurance activities,Finance,24 Śląskie,Śląskie,8559859.58,8559859.58,0,0,6199053.32,6199053.32,0,0,0,0,2360806.26,0,0,2360806.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6500,0,4500,2000,2354306.26,0,2354306,19,447318.14,447318
325,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,L Działalność związana z obsługą rynku nieruchomości,L Activity connected with servicing the real estate market,Real Estate,22 Pomorskie,Pomorskie,8559709.66,8559709.66,0,0,5508946.67,5508946.67,0,0,0,0,3050762.99,0,0,3050762.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3050762.99,0,3050763,19,579644.97,579645
326,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,J Informacja i komunikacja,J Information and communication,ICT,08 Lubuskie,Lubuskie,8559487.8,8559487.8,0,0,8431286.84,8431286.84,0,0,0,0,128200.96,0,0,128200.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128200.96,0,128201,19,24358.19,24358
327,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,F Budownictwo,F Construction,Construction,08 Lubuskie,Lubuskie,8559482.77,8559482.77,0,0,8228468.84,8228468.84,0,0,0,0,331013.93,0,0,331013.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331013.93,0,331014,19,62892.66,62893
328,OSP.16 Spółki akcyjne,OSP.16 Joint stock companies,#NAME?,Not determined,Not determined,32 Zachodniopomorskie,Zachodniopomorskie,8559126.51,8559126.51,0,0,7736141.92,7736141.92,0,0,0,0,822984.59,0,0,822984.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71000,0,71000,0,751984.59,0,751985,19,142877.15,142877
329,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,"R Działalność związana z kulturą, rozrywką i rekreacją","R Activities related to culture, entertainment and recreation",Entertainment,10 Łódzkie,Łódzkie,8558473.99,8558473.99,0,0,8051820.92,8051820.92,0,0,0,0,506653.07,0,0,506653.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,506653.07,0,506653,19,96264.07,96264
330,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,P Edukacja,P Education,Education,14 Mazowieckie,Mazowieckie,8557809.32,8557809.32,0,0,7681658.26,7681658.26,0,0,0,0,876151.06,0,0,876151.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,876151.06,0,876151,19,166468.69,166469
331,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,F Budownictwo,F Construction,Construction,30 Wielkopolskie,Wielkopolskie,8557736.66,8557736.66,0,0,8141212.4,8141212.4,0,0,0,0,416524.26,0,0,416524.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,416524.26,0,416524,19,79139.56,79140
332,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,"G Handel hurtowy i detaliczny; naprawa pojazdów samochodowych, włączając motocykle","G Wholesale and retail trade; repair of motor vehicles, including motorcycles",Wholesale/Retail Trade,22 Pomorskie,Pomorskie,8557211.4,8557211.4,0,0,8073160.64,8073160.64,0,0,0,0,484050.76,0,0,484050.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,484050.76,0,484051,19,91969.69,91970
333,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,C Przetwórstwo przemysłowe,C Industrial processing,Manufacturing,28 Warmińsko-Mazurskie,Warmińsko-Mazurskie,8556880.41,8556880.41,0,0,8374616.05,8374616.05,0,0,0,0,182264.36,0,0,182264.36,0,59397.3,0,0,0,0,0,0,0,0,0,0,0,59397.3,0,0,0,0,0,0,0,122867.06,0,122867,19,23344.73,23345
334,OSP.40 Spółdzielnie,OSP.40 Cooperatives,K Działalność finansowa i ubezpieczeniowa,K Financial and insurance activities,Finance,28 Warmińsko-Mazurskie,Warmińsko-Mazurskie,8556505,8556505,0,0,7039390.04,7039390.04,0,0,0,0,1517114.96,0,0,1517114.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,0,2000,0,1515114.96,0,1515115,19,287871.85,287872
335,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,#NAME?,Not determined,Not determined,14 Mazowieckie,Mazowieckie,8555740.85,8555740.85,0,0,8343915.6,8343915.6,0,0,0,0,211825.25,0,0,211825.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9850.98,0,621.34,9229.64,201974.27,0,201974,19,38375.06,38375
336,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,"G Handel hurtowy i detaliczny; naprawa pojazdów samochodowych, włączając motocykle","G Wholesale and retail trade; repair of motor vehicles, including motorcycles",Wholesale/Retail Trade,08 Lubuskie,Lubuskie,8555634.67,8555634.67,0,0,8197136.65,8197136.65,0,0,0,0,358498.02,0,0,358498.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,358498.02,0,358498,19,68114.62,68115
337,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,F Budownictwo,F Construction,Construction,32 Zachodniopomorskie,Zachodniopomorskie,8555526.96,8555526.96,0,0,8904504.51,8904504.51,0,0,0,0,0,348977.55,0,0,348977.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0
338,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,J Informacja i komunikacja,J Information and communication,ICT,14 Mazowieckie,Mazowieckie,8555113.15,8555113.15,0,0,7686469.03,7686469.03,0,0,0,0,868644.12,0,0,868644.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,868644.12,0,868644,15,130296.6,130297
339,OSP.46 Samodzielne publiczne zakłady opieki zdrowotnej,OSP.46 Independent public healthcare institutions,Q Opieka zdrowotna i pomoc społeczna,Q Health care and social assistance,Health,32 Zachodniopomorskie,Zachodniopomorskie,8554977.47,8554977.47,0,0,8095782.19,8095782.19,0,0,0,0,459195.28,0,0,459195.28,0,459195.28,0,459195.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0
340,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,H Transport i gospodarka magazynowa,H Transport and storage,Transportation and Storage,02 Dolnośląskie,Dolnośląskie,8554804.45,8554804.45,0,0,8215589.06,8215589.06,0,0,0,0,339215.39,0,0,339215.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,339215.39,0,339215,19,64450.85,64451
341,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,N Działalność w zakresie usług administrowania i działalność wspierająca,N Administrative and support service activities,Admin and Support Services,10 Łódzkie,Łódzkie,8554715.66,8554715.66,0,0,8343660.61,8343660.61,0,0,0,0,211055.05,0,0,211055.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86005.02,86005.02,0,0,125050.03,0,125050,19,23759.5,23760
342,OSP.40 Spółdzielnie,OSP.40 Cooperatives,L Działalność związana z obsługą rynku nieruchomości,L Activity connected with servicing the real estate market,Real Estate,10 Łódzkie,Łódzkie,8552713.16,8552713.16,0,0,7773051.68,7773051.68,0,0,0,0,779661.48,0,0,779661.48,0,520143.47,0,0,0,0,0,0,0,520143.47,0,0,0,0,0,0,0,0,0,0,0,259518.01,0,259518,19,49308.42,49308
343,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,N Działalność w zakresie usług administrowania i działalność wspierająca,N Administrative and support service activities,Admin and Support Services,30 Wielkopolskie,Wielkopolskie,8551697.06,8551697.06,0,0,8311427.6,8311427.6,0,0,0,0,240269.46,0,0,240269.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240269.46,240269.46,0,0,0,0,0,19,0,0
344,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,I Działalność związana z zakwaterowaniem i usługami gastronomicznymi,I Activities related to accommodation and catering services,Hotels and Restaurants,22 Pomorskie,Pomorskie,8551666.56,8551666.56,0,0,8463135.2,8463135.2,0,0,0,0,88531.36,0,0,88531.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88531.36,0,88531,19,16820.89,16821
345,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,C Przetwórstwo przemysłowe,C Industrial processing,Manufacturing,22 Pomorskie,Pomorskie,8551266.68,8551266.68,0,0,8319572.3,8319572.3,0,0,0,0,231694.38,0,0,231694.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231694.38,0,231694,19,44021.86,44022
346,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,"G Handel hurtowy i detaliczny; naprawa pojazdów samochodowych, włączając motocykle","G Wholesale and retail trade; repair of motor vehicles, including motorcycles",Wholesale/Retail Trade,30 Wielkopolskie,Wielkopolskie,8550880.25,8550880.25,0,0,8562145.42,8562145.42,0,0,0,0,0,11265.17,0,0,11265.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0
347,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,"M Działalność profesjonalna, naukowa i techniczna","M Professional, scientific and technical activities",Professional/Scientific,08 Lubuskie,Lubuskie,8550863.21,8550863.21,0,0,5848177.87,5848177.87,0,0,0,0,2702685.34,0,0,2702685.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,503045.37,502545.37,500,0,2199639.97,0,2199640,19,417931.6,417932
348,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,C Przetwórstwo przemysłowe,C Industrial processing,Manufacturing,22 Pomorskie,Pomorskie,8550607.35,8550607.35,0,0,8535891.13,8535891.13,0,0,0,0,14716.22,0,0,14716.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14716.22,14716.22,0,0,0,0,0,19,0,0
349,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,"G Handel hurtowy i detaliczny; naprawa pojazdów samochodowych, włączając motocykle","G Wholesale and retail trade; repair of motor vehicles, including motorcycles",Wholesale/Retail Trade,08 Lubuskie,Lubuskie,8550336.87,8550336.87,0,0,8090802.97,8090802.97,0,0,0,0,459533.9,0,0,459533.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,459533.9,0,459534,19,87311.46,87311
350,OSP.40 Spółdzielnie,OSP.40 Cooperatives,#NAME?,Not determined,Not determined,08 Lubuskie,Lubuskie,8550120.7,8550120.7,0,0,8503067.11,8503067.11,0,0,0,0,47053.59,0,0,47053.59,0,47053.59,0,0,0,0,0,0,0,0,0,0,47053.59,0,0,0,0,0,0,0,0,0,0,0,19,0,0
351,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,H Transport i gospodarka magazynowa,H Transport and storage,Transportation and Storage,14 Mazowieckie,Mazowieckie,8550013.09,8550013.09,0,0,8516658.8,8516658.8,0,0,0,0,33354.29,0,0,33354.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33354.29,0,33354,19,6337.26,6337
352,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,C Przetwórstwo przemysłowe,C Industrial processing,Manufacturing,14 Mazowieckie,Mazowieckie,8549932.62,8549932.62,0,0,7405078.25,7405078.25,0,0,0,0,1144854.37,0,0,1144854.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1144854.37,0,1144854,15,171728.1,171728
353,OSP.40 Spółdzielnie,OSP.40 Cooperatives,K Działalność finansowa i ubezpieczeniowa,K Financial and insurance activities,Finance,14 Mazowieckie,Mazowieckie,8549751.06,8549751.06,0,0,6815108.99,6815108.99,0,0,0,0,1734642.07,0,0,1734642.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20300,0,17500,2800,1714342.07,0,1714342,19,325724.98,325725
354,OSP.48 Fundacje,OSP.48 Foundations,#NAME?,Not determined,Not determined,24 Śląskie,Śląskie,8549143,8549143,0,0,0,0,0,0,0,0,8549143,0,0,8549143,0,8549143,0,8549143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0
355,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,F Budownictwo,F Construction,Construction,22 Pomorskie,Pomorskie,8549129.65,8549129.65,0,0,10060572.42,10060572.42,0,0,0,0,0,1511442.77,0,0,1511442.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0
356,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,H Transport i gospodarka magazynowa,H Transport and storage,Transportation and Storage,08 Lubuskie,Lubuskie,8548650.16,8548650.16,0,0,8299316.84,8299316.84,0,0,0,0,249333.32,0,0,249333.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249333.32,0,249333,19,47373.27,47373
357,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,C Przetwórstwo przemysłowe,C Industrial processing,Manufacturing,22 Pomorskie,Pomorskie,8548426.77,8548426.77,0,0,7582368.38,7582368.38,0,0,0,0,966058.39,0,0,966058.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,966058.39,0,966058,19,183551.02,183551
358,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,N Działalność w zakresie usług administrowania i działalność wspierająca,N Administrative and support service activities,Admin and Support Services,14 Mazowieckie,Mazowieckie,8548312.69,8548312.69,0,0,7851633.97,7851633.97,0,0,0,0,696678.72,0,0,696678.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,696678.72,0,696679,15,104501.85,104502
359,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,I Działalność związana z zakwaterowaniem i usługami gastronomicznymi,I Activities related to accommodation and catering services,Hotels and Restaurants,30 Wielkopolskie,Wielkopolskie,8548236.38,8548236.38,0,0,8405119.1,8405119.1,0,0,0,0,143117.28,0,0,143117.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143117.28,0,143117,19,27192.23,27192
360,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,"G Handel hurtowy i detaliczny; naprawa pojazdów samochodowych, włączając motocykle","G Wholesale and retail trade; repair of motor vehicles, including motorcycles",Wholesale/Retail Trade,14 Mazowieckie,Mazowieckie,8548049.14,8548049.14,0,0,7803783.1,7803783.1,0,0,0,0,744266.04,0,0,744266.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,744266.04,0,744266,19,141410.54,141411
361,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,"G Handel hurtowy i detaliczny; naprawa pojazdów samochodowych, włączając motocykle","G Wholesale and retail trade; repair of motor vehicles, including motorcycles",Wholesale/Retail Trade,14 Mazowieckie,Mazowieckie,8547441.67,8547441.67,0,0,8445413.22,8445413.22,0,0,0,0,102028.45,0,0,102028.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3186.27,3186.27,0,0,98842.18,0,98842,19,18779.98,18780
362,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,J Informacja i komunikacja,J Information and communication,ICT,22 Pomorskie,Pomorskie,8545760.76,8545760.76,0,0,6751041.16,6751041.16,0,0,0,0,1794719.6,0,0,1794719.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1794719.6,0,1794720,15,269208,269208
363,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,C Przetwórstwo przemysłowe,C Industrial processing,Manufacturing,08 Lubuskie,Lubuskie,8545527.2,8545527.2,0,0,8515752.76,8515752.76,0,0,0,0,29774.44,0,0,29774.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29774.44,29774.44,0,0,0,0,0,19,0,0
